zip,type,primary_city,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
29448,STANDARD,Harleyville,SC,Dorchester County,America/New_York,843,NA,US,33.21,-80.44,2100
29449,STANDARD,Hollywood,SC,Charleston County,America/New_York,843,NA,US,32.75,-80.2,7070
29450,STANDARD,Huger,SC,Berkeley County,America/New_York,843,NA,US,33.09,-79.8,2740
29451,STANDARD,Isle Of Palms,SC,Charleston County,America/New_York,843,NA,US,32.8,-79.75,4110
29452,PO BOX,Jacksonboro,SC,Colleton County,America/New_York,843,NA,US,32.77,-80.45,451
29453,STANDARD,Jamestown,SC,Berkeley County,America/New_York,843,NA,US,33.28,-79.69,990
29455,STANDARD,Johns Island,SC,Charleston County,America/New_York,843,NA,US,32.72,-80.07,20250
29456,STANDARD,Ladson,SC,Dorchester County,America/New_York,843,NA,US,33,-80.1,28600
29457,PO BOX,Johns Island,SC,Charleston County,America/New_York,843,NA,US,32.72,-80.07,1005
29458,STANDARD,Mc Clellanville,SC,Charleston County,America/New_York,843,NA,US,33.08,-79.46,2150
29461,STANDARD,Moncks Corner,SC,Berkeley County,America/New_York,843,NA,US,33.19,-79.99,31580
29464,STANDARD,Mount Pleasant,SC,Charleston County,America/New_York,843,NA,US,32.82,-79.86,44410
29465,PO BOX,Mount Pleasant,SC,Charleston County,America/New_York,843,NA,US,32.82,-79.86,1175
29466,STANDARD,Mount Pleasant,SC,Charleston County,America/New_York,843,NA,US,32.88,-79.79,34650
29468,STANDARD,Pineville,SC,Berkeley County,America/New_York,843,NA,US,33.42,-80.02,1430
29469,STANDARD,Pinopolis,SC,Berkeley County,America/New_York,843,NA,US,33.26,-80.06,740
29470,STANDARD,Ravenel,SC,Charleston County,America/New_York,843,NA,US,32.77,-80.22,3700
29471,STANDARD,Reevesville,SC,Dorchester County,America/New_York,843,NA,US,33.2,-80.64,1300
29472,STANDARD,Ridgeville,SC,Dorchester County,America/New_York,,NA,US,33.08,-80.3,7140
29474,STANDARD,Round O,SC,Colleton County,America/New_York,843,NA,US,32.93,-80.54,1930
29475,STANDARD,Ruffin,SC,Colleton County,America/New_York,843,NA,US,33,-80.81,2140
29476,PO BOX,Russellville,SC,Berkeley County,America/New_York,843,NA,US,33.39,-79.97,157
29477,STANDARD,Saint George,SC,Dorchester County,America/New_York,843,NA,US,33.18,-80.58,5260
29479,STANDARD,Saint Stephen,SC,Berkeley County,America/New_York,843,NA,US,33.4,-79.92,5460
29481,STANDARD,Smoaks,SC,Colleton County,America/New_York,843,NA,US,33.08,-80.81,1430
29482,STANDARD,Sullivans Island,SC,Charleston County,America/New_York,843,NA,US,32.76,-79.85,1830
29483,STANDARD,Summerville,SC,Dorchester County,America/New_York,843,NA,US,33.05,-80.19,47040
29484,PO BOX,Summerville,SC,Dorchester County,America/New_York,843,NA,US,33,-80.17,2060
29485,STANDARD,Summerville,SC,Dorchester County,America/New_York,843,NA,US,33,-80.17,50950
29486,STANDARD,Summerville,SC,Berkeley County,America/New_York,,NA,US,33.02,-80.18,25250
29487,STANDARD,Wadmalaw Island,SC,Charleston County,America/New_York,843,NA,US,32.68,-80.16,2340
29488,STANDARD,Walterboro,SC,Colleton County,America/New_York,843,NA,US,32.9,-80.67,18220
29492,STANDARD,Charleston,SC,Berkeley County,America/New_York,843,NA,US,32.9,-79.91,13980
29493,PO BOX,Williams,SC,Colleton County,America/New_York,843,NA,US,33.03,-80.84,165
29501,STANDARD,Florence,SC,Florence County,America/New_York,843,NA,US,34.18,-79.78,38560
29502,PO BOX,Florence,SC,Florence County,America/New_York,843,NA,US,34.18,-79.78,1833
29503,PO BOX,Florence,SC,Florence County,America/New_York,843,NA,US,34.18,-79.78,876
29504,PO BOX,Florence,SC,Florence County,America/New_York,843,NA,US,34.18,-79.78,1095
29505,STANDARD,Florence,SC,Florence County,America/New_York,843,NA,US,34.13,-79.69,21090
29506,STANDARD,Florence,SC,Florence County,America/New_York,843,NA,US,34.21,-79.65,15390
29510,STANDARD,Andrews,SC,Georgetown County,America/New_York,843,NA,US,33.44,-79.56,9140
29511,STANDARD,Aynor,SC,Horry County,America/New_York,843,NA,US,33.99,-79.2,4710
29512,STANDARD,Bennettsville,SC,Marlboro County,America/New_York,843,NA,US,34.63,-79.68,13010
29516,STANDARD,Blenheim,SC,Marlboro County,America/New_York,843,NA,US,34.51,-79.65,660
29518,STANDARD,Cades,SC,Williamsburg County,America/New_York,843,NA,US,33.79,-79.85,1050
29519,PO BOX,Centenary,SC,Marion County,America/New_York,843,NA,US,34.03,-79.35,373
29520,STANDARD,Cheraw,SC,Chesterfield County,America/New_York,843,NA,US,34.69,-79.89,11300
29525,STANDARD,Clio,SC,Marlboro County,America/New_York,843,NA,US,34.57,-79.54,1720
29526,STANDARD,Conway,SC,Horry County,America/New_York,843,NA,US,33.83,-79.04,33640
29527,STANDARD,Conway,SC,Horry County,America/New_York,843,NA,US,33.79,-79.15,19700
29528,PO BOX,Conway,SC,Horry County,America/New_York,843,NA,US,33.83,-79.04,1759
29530,STANDARD,Coward,SC,Florence County,America/New_York,843,NA,US,33.97,-79.74,2300
29532,STANDARD,Darlington,SC,Darlington County,America/New_York,843,NA,US,34.29,-79.87,15660
29536,STANDARD,Dillon,SC,Dillon County,America/New_York,843,NA,US,34.42,-79.36,13630
29540,STANDARD,Darlington,SC,Darlington County,America/New_York,843,NA,US,34.38,-79.85,5050
29541,STANDARD,Effingham,SC,Florence County,America/New_York,843,NA,US,34.06,-79.74,7770
29543,STANDARD,Fork,SC,Dillon County,America/New_York,843,NA,US,34.28,-79.27,410
29544,STANDARD,Galivants Ferry,SC,Horry County,America/New_York,843,NA,US,34.05,-79.24,4620
29545,STANDARD,Green Sea,SC,Horry County,America/New_York,843,NA,US,34.16,-78.97,1420
29546,STANDARD,Gresham,SC,Marion County,America/New_York,843,NA,US,33.93,-79.41,2280
29547,STANDARD,Hamer,SC,Dillon County,America/New_York,843,NA,US,34.5,-79.33,2220
29550,STANDARD,Hartsville,SC,Darlington County,America/New_York,843,NA,US,34.36,-80.08,25260
29551,PO BOX,Hartsville,SC,Darlington County,America/New_York,843,NA,US,34.36,-80.08,2034
29554,STANDARD,Hemingway,SC,Williamsburg County,America/New_York,843,NA,US,33.75,-79.44,7420
29555,STANDARD,Johnsonville,SC,Florence County,America/New_York,843,NA,US,33.81,-79.44,5160
29556,STANDARD,Kingstree,SC,Williamsburg County,America/New_York,843,NA,US,33.66,-79.82,9910
29560,STANDARD,Lake City,SC,Florence County,America/New_York,843,NA,US,33.86,-79.75,11160
29563,STANDARD,Lake View,SC,Dillon County,America/New_York,843,NA,US,34.34,-79.16,2090
29564,STANDARD,Lane,SC,Williamsburg County,America/New_York,843,NA,US,33.52,-79.88,710
29565,STANDARD,Latta,SC,Dillon County,America/New_York,843,NA,US,34.33,-79.43,5510
29566,STANDARD,Little River,SC,Horry County,America/New_York,843,NA,US,33.87,-78.63,15800
29567,STANDARD,Little Rock,SC,Dillon County,America/New_York,843,NA,US,34.56,-79.43,710
29568,STANDARD,Longs,SC,Horry County,America/New_York,843,NA,US,33.93,-78.73,11580
29569,STANDARD,Loris,SC,Horry County,America/New_York,843,NA,US,34.05,-78.89,13950
29570,STANDARD,Mc Coll,SC,Marlboro County,America/New_York,843,NA,US,34.66,-79.54,3010
29571,STANDARD,Marion,SC,Marion County,America/New_York,843,NA,US,34.17,-79.4,12530
29572,STANDARD,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.77,-78.78,8450
29573,PO BOX,Minturn,SC,Dillon County,America/New_York,843,NA,US,34.51,-79.47,92
29574,STANDARD,Mullins,SC,Marion County,America/New_York,843,NA,US,34.2,-79.25,9050
29575,STANDARD,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.63,-78.97,14840
29576,STANDARD,Murrells Inlet,SC,Horry County,America/New_York,843,NA,US,33.55,-79.05,24970
29577,STANDARD,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.69,-78.89,26560
29578,PO BOX,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.69,-78.89,2789
29579,STANDARD,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.75,-78.92,36460
29580,STANDARD,Nesmith,SC,Williamsburg County,America/New_York,843,NA,US,33.65,-79.51,1000
29581,STANDARD,Nichols,SC,Horry County,America/New_York,843,NA,US,34.23,-79.14,3470
29582,STANDARD,North Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.82,-78.67,14020
29583,STANDARD,Pamplico,SC,Florence County,America/New_York,843,NA,US,33.99,-79.56,4180
29584,STANDARD,Patrick,SC,Chesterfield County,America/New_York,843,NA,US,34.57,-80.04,1890
29585,STANDARD,Pawleys Island,SC,Georgetown County,America/New_York,843,NA,US,33.52,-79.14,13950
29587,PO BOX,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.69,-78.89,1450
29588,STANDARD,Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.63,-79.02,38540
29589,PO BOX,Rains,SC,Marion County,America/New_York,843,NA,US,34.09,-79.31,459
29590,STANDARD,Salters,SC,Williamsburg County,America/New_York,843,NA,US,33.59,-79.85,1860
29591,STANDARD,Scranton,SC,Florence County,America/New_York,843,NA,US,33.91,-79.74,3850
29592,STANDARD,Sellers,SC,Dillon County,America/New_York,843,NA,US,34.28,-79.47,930
29593,STANDARD,Society Hill,SC,Darlington County,America/New_York,843,NA,US,34.5,-79.85,1550
29594,PO BOX,Tatum,SC,Marlboro County,America/New_York,843,NA,US,34.64,-79.58,226
29596,STANDARD,Wallace,SC,Marlboro County,America/New_York,843,NA,US,34.72,-79.84,1860
29597,PO BOX,North Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.82,-78.67,1107
29598,PO BOX,North Myrtle Beach,SC,Horry County,America/New_York,843,NA,US,33.82,-78.67,528
29601,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.85,-82.4,7900
29602,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,1004
29603,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,139
29604,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,659
29605,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.77,-82.38,32250
29606,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,1115
29607,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,34640
29608,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,805
29609,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.91,-82.39,25790
29610,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,762
29611,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.46,26360
29612,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,68
29613,UNIQUE,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.92,-82.44,64
29614,UNIQUE,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.87,-82.36,368
29615,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.86,-82.3,34130
29616,PO BOX,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.83,-82.37,752
29617,STANDARD,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.91,-82.47,22810
29620,STANDARD,Abbeville,SC,Abbeville County,America/New_York,864,NA,US,34.17,-82.37,10840
29621,STANDARD,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.51,-82.64,35680
29622,PO BOX,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.51,-82.64,2111
29623,PO BOX,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.51,-82.64,397
29624,STANDARD,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.44,-82.62,11990
29625,STANDARD,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.56,-82.76,23360
29626,STANDARD,Anderson,SC,Anderson County,America/New_York,864,NA,US,34.46,-82.76,10910
29627,STANDARD,Belton,SC,Anderson County,America/New_York,864,NA,US,34.52,-82.49,15110
29628,STANDARD,Calhoun Falls,SC,Abbeville County,America/New_York,864,NA,US,34.09,-82.59,2000
29630,STANDARD,Central,SC,Pickens County,America/New_York,864,NA,US,34.72,-82.78,9690
29631,STANDARD,Clemson,SC,Pickens County,America/New_York,864,NA,US,34.68,-82.81,7680
29632,UNIQUE,Clemson,SC,Pickens County,America/New_York,864,NA,US,34.68,-82.81,103
29633,PO BOX,Clemson,SC,Pickens County,America/New_York,864,NA,US,34.68,-82.81,763
29634,UNIQUE,Clemson,SC,Pickens County,America/New_York,864,NA,US,34.68,-82.84,34
29635,STANDARD,Cleveland,SC,Greenville County,America/New_York,864,NA,US,35.08,-82.63,1090
29636,PO BOX,Conestee,SC,Greenville County,America/New_York,864,NA,US,34.78,-82.4,441
29638,STANDARD,Donalds,SC,Abbeville County,America/New_York,864,NA,US,34.37,-82.34,2360
29639,STANDARD,Due West,SC,Abbeville County,America/New_York,864,NA,US,34.33,-82.38,1120
29640,STANDARD,Easley,SC,Pickens County,America/New_York,864,NA,US,34.88,-82.58,26310
29641,PO BOX,Easley,SC,Pickens County,America/New_York,864,NA,US,34.82,-82.58,1757
29642,STANDARD,Easley,SC,Pickens County,America/New_York,864,NA,US,34.82,-82.58,29500
29643,STANDARD,Fair Play,SC,Oconee County,America/New_York,864,NA,US,34.51,-82.98,2280
29644,STANDARD,Fountain Inn,SC,Greenville County,America/New_York,864,NA,US,34.69,-82.2,17470
29645,STANDARD,Gray Court,SC,Laurens County,America/New_York,864,NA,US,34.6,-82.11,8900
29646,STANDARD,Greenwood,SC,Greenwood County,America/New_York,864,NA,US,34.19,-82.15,23560
29647,UNIQUE,Greenwood,SC,Greenwood County,America/New_York,864,NA,US,34.19,-82.15,0
29648,PO BOX,Greenwood,SC,Greenwood County,America/New_York,864,NA,US,34.19,-82.15,1182
29649,STANDARD,Greenwood,SC,Greenwood County,America/New_York,864,NA,US,34.24,-82.15,23170
29650,STANDARD,Greer,SC,Greenville County,America/New_York,864,NA,US,34.9,-82.26,33020
29651,STANDARD,Greer,SC,Greenville County,America/New_York,864,NA,US,34.93,-82.23,41320
29652,PO BOX,Greer,SC,Spartanburg County,America/New_York,864,NA,US,34.93,-82.23,1385
29653,STANDARD,Hodges,SC,Greenwood County,America/New_York,864,NA,US,34.28,-82.24,4010
29654,STANDARD,Honea Path,SC,Anderson County,America/New_York,864,NA,US,34.44,-82.39,8270
29655,STANDARD,Iva,SC,Anderson County,America/New_York,864,NA,US,34.3,-82.66,5770
29656,PO BOX,La France,SC,Anderson County,America/New_York,864,NA,US,34.62,-82.73,392
29657,STANDARD,Liberty,SC,Pickens County,America/New_York,864,NA,US,34.79,-82.69,12720
29658,STANDARD,Long Creek,SC,Oconee County,America/New_York,864,NA,US,34.77,-83.25,270
29659,PO BOX,Lowndesville,SC,Abbeville County,America/New_York,864,NA,US,34.21,-82.64,245
29661,STANDARD,Marietta,SC,Greenville County,America/New_York,,NA,US,35.03,-82.49,4720
29662,STANDARD,Mauldin,SC,Greenville County,America/New_York,864,NA,US,34.78,-82.3,14010
29664,STANDARD,Mountain Rest,SC,Oconee County,America/New_York,864,NA,US,34.86,-83.15,1270
29665,PO BOX,Newry,SC,Oconee County,America/New_York,864,NA,US,34.73,-82.91,158
29666,STANDARD,Ninety Six,SC,Greenwood County,America/New_York,864,NA,US,34.17,-82.02,5600
29667,STANDARD,Norris,SC,Pickens County,America/New_York,864,NA,US,34.76,-82.75,370
29669,STANDARD,Pelzer,SC,Anderson County,America/New_York,864,NA,US,34.64,-82.46,10630
29670,STANDARD,Pendleton,SC,Anderson County,America/New_York,864,NA,US,34.65,-82.78,7250
29671,STANDARD,Pickens,SC,Pickens County,America/New_York,864,NA,US,34.88,-82.7,15360
29672,STANDARD,Seneca,SC,Oconee County,America/New_York,864,NA,US,34.75,-82.93,10270
29673,STANDARD,Piedmont,SC,Greenville County,America/New_York,864,NA,US,34.71,-82.46,24590
29675,PO BOX,Richland,SC,Oconee County,America/New_York,864,NA,US,34.7,-83.02,116
29676,STANDARD,Salem,SC,Oconee County,America/New_York,864,NA,US,34.89,-82.97,4710
29677,PO BOX,Sandy Springs,SC,Anderson County,America/New_York,864,NA,US,34.59,-82.75,641
29678,STANDARD,Seneca,SC,Oconee County,America/New_York,864,NA,US,34.68,-82.95,17270
29679,PO BOX,Seneca,SC,Oconee County,America/New_York,864,NA,US,34.68,-82.95,1185
29680,STANDARD,Simpsonville,SC,Greenville County,America/New_York,864,NA,US,34.69,-82.29,28670
29681,STANDARD,Simpsonville,SC,Greenville County,America/New_York,864,NA,US,34.73,-82.25,53490
29682,STANDARD,Six Mile,SC,Pickens County,America/New_York,864,NA,US,34.8,-82.81,3370
29683,PO BOX,Slater,SC,Greenville County,America/New_York,864,NA,US,35.03,-82.49,389
29684,STANDARD,Starr,SC,Anderson County,America/New_York,864,NA,US,34.37,-82.69,3930
29685,STANDARD,Sunset,SC,Pickens County,America/New_York,864,NA,US,34.99,-82.84,1340
29686,STANDARD,Tamassee,SC,Oconee County,America/New_York,864,NA,US,34.96,-83.05,810
29687,STANDARD,Taylors,SC,Greenville County,America/New_York,864,NA,US,34.91,-82.31,38240
29688,PO BOX,Tigerville,SC,Greenville County,America/New_York,864,NA,US,35.07,-82.37,298
29689,STANDARD,Townville,SC,Anderson County,America/New_York,864,NA,US,34.56,-82.89,3560
29690,STANDARD,Travelers Rest,SC,Greenville County,America/New_York,864,NA,US,34.96,-82.43,18390
29691,STANDARD,Walhalla,SC,Oconee County,America/New_York,864,NA,US,34.77,-83.06,8840
29692,STANDARD,Ware Shoals,SC,Laurens County,America/New_York,864,NA,US,34.39,-82.24,3840
29693,STANDARD,Westminster,SC,Oconee County,America/New_York,864,NA,US,34.66,-83.09,11730
29695,UNIQUE,Hodges,SC,Greenwood County,America/New_York,864,NA,US,34.28,-82.24,0
29696,STANDARD,West Union,SC,Oconee County,America/New_York,864,NA,US,34.76,-83.04,4060
29697,STANDARD,Williamston,SC,Anderson County,America/New_York,864,NA,US,34.61,-82.47,11380
29698,UNIQUE,Greenville,SC,Greenville County,America/New_York,864,NA,US,34.91,-82.09,0
29702,STANDARD,Blacksburg,SC,Cherokee County,America/New_York,864,NA,US,35.12,-81.51,8050
29703,PO BOX,Bowling Green,SC,York County,America/New_York,803,NA,US,35.1,-81.22,389
29704,STANDARD,Catawba,SC,York County,America/New_York,803,NA,US,34.85,-80.91,3100
29706,STANDARD,Chester,SC,Chester County,America/New_York,803,NA,US,34.7,-81.21,16420
29707,STANDARD,Fort Mill,SC,Lancaster County,America/New_York,803,NA,US,34.99,-80.86,25710
29708,STANDARD,Fort Mill,SC,York County,America/New_York,803,NA,US,35.05,-80.99,30240
29709,STANDARD,Chesterfield,SC,Chesterfield County,America/New_York,843,NA,US,34.73,-80.08,5100
29710,STANDARD,Clover,SC,York County,America/New_York,803,NA,US,35.11,-81.22,30670
29712,STANDARD,Edgemoor,SC,Chester County,America/New_York,803,NA,US,34.8,-81.01,2120
29714,STANDARD,Fort Lawn,SC,Chester County,America/New_York,803,NA,US,34.7,-80.89,2470
29715,STANDARD,Fort Mill,SC,York County,America/New_York,803,NA,US,35,-80.94,30280
29716,PO BOX,Fort Mill,SC,York County,America/New_York,803,NA,US,35,-80.94,889
29717,STANDARD,Hickory Grove,SC,York County,America/New_York,803,NA,US,34.98,-81.41,1190
29718,STANDARD,Jefferson,SC,Chesterfield County,America/New_York,843,NA,US,34.65,-80.38,2930
29720,STANDARD,Lancaster,SC,Lancaster County,America/New_York,803,NA,US,34.72,-80.77,37910
29721,PO BOX,Lancaster,SC,Lancaster County,America/New_York,803,NA,US,34.72,-80.77,3087
29722,UNIQUE,Lancaster,SC,Lancaster County,America/New_York,803,NA,US,34.72,-80.77,0
29724,PO BOX,Lando,SC,Chester County,America/New_York,803,NA,US,34.77,-81.01,55
29726,STANDARD,Mc Connells,SC,York County,America/New_York,803,NA,US,34.86,-81.22,1570
29727,STANDARD,Mount Croghan,SC,Chesterfield County,America/New_York,843,NA,US,34.76,-80.22,1170
29728,STANDARD,Pageland,SC,Chesterfield County,America/New_York,843,NA,US,34.77,-80.38,7690
29729,STANDARD,Richburg,SC,Chester County,America/New_York,803,NA,US,34.71,-81.02,2060
29730,STANDARD,Rock Hill,SC,York County,America/New_York,803,NA,US,34.93,-81.02,47140
29731,PO BOX,Rock Hill,SC,York County,America/New_York,803,NA,US,34.93,-81.02,1492
29732,STANDARD,Rock Hill,SC,York County,America/New_York,803,NA,US,34.97,-81.08,53640
29733,UNIQUE,Rock Hill,SC,York County,America/New_York,803,NA,US,34.94,-81.03,119
29734,STANDARD,Rock Hill,SC,York County,America/New_York,803,NA,US,34.93,-81.02,0
29741,STANDARD,Ruby,SC,Chesterfield County,America/New_York,843,NA,US,34.74,-80.17,1550
29742,STANDARD,Sharon,SC,York County,America/New_York,"803,864",NA,US,34.95,-81.34,2100
29743,STANDARD,Smyrna,SC,York County,America/New_York,"864,803",NA,US,35.04,-81.41,1020
29744,PO BOX,Van Wyck,SC,Lancaster County,America/New_York,803,NA,US,34.91,-80.84,370
29745,STANDARD,York,SC,York County,America/New_York,803,NA,US,34.99,-81.23,27210
29801,STANDARD,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.54,-81.72,20800
29802,PO BOX,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.54,-81.72,2023
29803,STANDARD,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.49,-81.76,34660
29804,PO BOX,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.54,-81.72,671
29805,STANDARD,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.65,-81.6,4890
29808,UNIQUE,Aiken,SC,Aiken County,America/New_York,803,NA,US,33.54,-81.72,0
29809,STANDARD,New Ellenton,SC,Aiken County,America/New_York,803,NA,US,33.41,-81.68,2000
29810,STANDARD,Allendale,SC,Allendale County,America/New_York,803,NA,US,33,-81.3,3450
29812,STANDARD,Barnwell,SC,Barnwell County,America/New_York,803,NA,US,33.24,-81.36,9660
29813,PO BOX,Hilda,SC,Barnwell County,America/New_York,803,NA,US,33.27,-81.24,75
29816,PO BOX,Bath,SC,Aiken County,America/New_York,803,NA,US,33.5,-81.87,1309
29817,STANDARD,Blackville,SC,Barnwell County,America/New_York,803,NA,US,33.36,-81.28,3450
29819,STANDARD,Bradley,SC,Greenwood County,America/New_York,864,NA,US,34.04,-82.21,1280
29821,STANDARD,Clarks Hill,SC,McCormick County,America/New_York,864,NA,US,33.63,-82.14,1250
29822,PO BOX,Clearwater,SC,Aiken County,America/New_York,803,NA,US,33.5,-81.9,1588
29824,STANDARD,Edgefield,SC,Edgefield County,America/New_York,803,NA,US,33.78,-81.93,5100
29826,PO BOX,Elko,SC,Barnwell County,America/New_York,803,NA,US,33.39,-81.36,253
29827,STANDARD,Fairfax,SC,Allendale County,America/New_York,803,NA,US,32.95,-81.23,2180
29828,STANDARD,Gloverville,SC,Aiken County,America/New_York,803,NA,US,33.52,-81.83,740
29829,STANDARD,Graniteville,SC,Aiken County,America/New_York,803,NA,US,33.56,-81.81,9660
29831,STANDARD,Jackson,SC,Aiken County,America/New_York,803,NA,US,33.32,-81.79,3250
29832,STANDARD,Johnston,SC,Edgefield County,America/New_York,803,NA,US,33.83,-81.8,4800
29834,PO BOX,Langley,SC,Aiken County,America/New_York,803,NA,US,33.51,-81.86,1409
29835,STANDARD,Mc Cormick,SC,McCormick County,America/New_York,864,NA,US,33.91,-82.29,5110
29836,STANDARD,Martin,SC,Allendale County,America/New_York,803,NA,US,33.06,-81.47,330
29838,STANDARD,Modoc,SC,Edgefield County,America/New_York,864,NA,US,33.75,-82.15,440
29839,PO BOX,Montmorenci,SC,Aiken County,America/New_York,803,NA,US,33.52,-81.63,484
29840,STANDARD,Mount Carmel,SC,McCormick County,America/New_York,864,NA,US,34,-82.5,190
29841,STANDARD,North Augusta,SC,Aiken County,America/New_York,803,NA,US,33.51,-81.95,27760
29842,STANDARD,Beech Island,SC,Aiken County,America/New_York,803,NA,US,33.48,-81.89,6380
29843,STANDARD,Olar,SC,Bamberg County,America/New_York,803,NA,US,33.18,-81.18,930
29844,PO BOX,Parksville,SC,McCormick County,America/New_York,864,NA,US,33.78,-82.21,145
29845,STANDARD,Plum Branch,SC,McCormick County,America/New_York,864,NA,US,33.84,-82.25,870
29846,PO BOX,Sycamore,SC,Allendale County,America/New_York,803,NA,US,33.03,-81.22,115
29847,STANDARD,Trenton,SC,Edgefield County,America/New_York,,NA,US,33.74,-81.84,4250
29848,STANDARD,Troy,SC,Greenwood County,America/New_York,864,NA,US,33.97,-82.08,670
29849,STANDARD,Ulmer,SC,Allendale County,America/New_York,803,NA,US,33.09,-81.2,190
29850,PO BOX,Vaucluse,SC,Aiken County,America/New_York,803,NA,US,33.61,-81.82,169
29851,STANDARD,Warrenville,SC,Aiken County,America/New_York,803,NA,US,33.51,-81.82,6560
29853,STANDARD,Williston,SC,Barnwell County,America/New_York,803,NA,US,33.4,-81.42,5050
29856,STANDARD,Windsor,SC,Aiken County,America/New_York,803,NA,US,33.48,-81.51,2260
29860,STANDARD,North Augusta,SC,Edgefield County,America/New_York,803,NA,US,33.61,-81.98,13820
29861,PO BOX,North Augusta,SC,Aiken County,America/New_York,803,NA,US,33.51,-81.95,1547
29899,UNIQUE,Mc Cormick,SC,McCormick County,America/New_York,864,NA,US,33.93,-82.25,0
29901,PO BOX,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.42,-80.68,1623
29902,STANDARD,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.33,-80.68,12470
29903,PO BOX,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.42,-80.68,1428
29904,PO BOX,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.46,-80.72,530
29905,PO BOX,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.35,-80.68,280
29906,STANDARD,Beaufort,SC,Beaufort County,America/New_York,843,NA,US,32.45,-80.75,18760
29907,STANDARD,Ladys Island,SC,Beaufort County,America/New_York,843,NA,US,32.43,-80.64,11580
29909,STANDARD,Okatie,SC,Beaufort County,America/New_York,843,NA,US,32.3,-80.92,17820
29910,STANDARD,Bluffton,SC,Beaufort County,America/New_York,843,NA,US,32.23,-80.86,39700
29911,STANDARD,Brunson,SC,Hampton County,America/New_York,803,NA,US,32.92,-81.18,1320
29912,STANDARD,Coosawhatchie,SC,Jasper County,America/New_York,843,NA,US,32.58,-80.93,18
29913,PO BOX,Crocketville,SC,Hampton County,America/New_York,803,NA,US,32.91,-81.07,0
29914,PO BOX,Dale,SC,Beaufort County,America/New_York,843,NA,US,32.55,-80.69,31
29915,STANDARD,Daufuskie Island,SC,Beaufort County,America/New_York,843,NA,US,32.12,-80.86,340
29916,STANDARD,Early Branch,SC,Hampton County,America/New_York,843,NA,US,32.74,-80.92,1180
29918,STANDARD,Estill,SC,Hampton County,America/New_York,803,NA,US,32.75,-81.24,3620
29920,STANDARD,Saint Helena Island,SC,Beaufort County,America/New_York,843,NA,US,32.38,-80.56,8090
29921,PO BOX,Furman,SC,Hampton County,America/New_York,803,NA,US,32.68,-81.18,244
29922,STANDARD,Garnett,SC,Hampton County,America/New_York,803,NA,US,32.6,-81.24,840
29923,PO BOX,Gifford,SC,Hampton County,America/New_York,803,NA,US,32.86,-81.23,313
29924,STANDARD,Hampton,SC,Hampton County,America/New_York,803,NA,US,32.86,-81.1,3450
